Using device: cuda
Epoch [1/100] | Train Loss: 2.0155, Train Acc: 25.59% | Test Loss: 2.0241, Test Acc: 24.68% | Best Acc: 24.68%
Epoch [2/100] | Train Loss: 1.8035, Train Acc: 32.29% | Test Loss: 1.9584, Test Acc: 26.96% | Best Acc: 26.96%
Epoch [3/100] | Train Loss: 1.7087, Train Acc: 36.32% | Test Loss: 1.6492, Test Acc: 36.60% | Best Acc: 36.60%
Epoch [4/100] | Train Loss: 1.6605, Train Acc: 38.27% | Test Loss: 1.7116, Test Acc: 35.10% | Best Acc: 36.60%
Epoch [5/100] | Train Loss: 1.6130, Train Acc: 39.88% | Test Loss: 1.7099, Test Acc: 37.01% | Best Acc: 37.01%
Epoch [6/100] | Train Loss: 1.5509, Train Acc: 42.71% | Test Loss: 1.5139, Test Acc: 43.59% | Best Acc: 43.59%
Epoch [7/100] | Train Loss: 1.5068, Train Acc: 44.50% | Test Loss: 1.5184, Test Acc: 42.16% | Best Acc: 43.59%
Epoch [8/100] | Train Loss: 1.4695, Train Acc: 46.10% | Test Loss: 1.5602, Test Acc: 43.38% | Best Acc: 43.59%
Epoch [9/100] | Train Loss: 1.4241, Train Acc: 48.05% | Test Loss: 1.5416, Test Acc: 42.02% | Best Acc: 43.59%
Epoch [10/100] | Train Loss: 1.3884, Train Acc: 49.13% | Test Loss: 1.5616, Test Acc: 43.54% | Best Acc: 43.59%
Epoch [11/100] | Train Loss: 1.3736, Train Acc: 50.18% | Test Loss: 2.0423, Test Acc: 34.03% | Best Acc: 43.59%
Epoch [12/100] | Train Loss: nan, Train Acc: 21.56% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [13/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [14/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [15/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [16/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [17/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [18/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [19/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [20/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [21/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [22/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [23/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [24/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [25/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [26/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [27/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [28/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [29/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [30/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [31/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [32/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [33/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [34/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [35/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [36/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [37/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [38/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [39/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
Epoch [40/100] | Train Loss: nan, Train Acc: 10.00% | Test Loss: nan, Test Acc: 10.00% | Best Acc: 43.59%
