Using device: cuda
Epoch [1/100] | Train Loss: 1.9352, Train Acc: 27.49% | Test Loss: 2.1734, Test Acc: 25.85% | Best Acc: 0.00%
Epoch [2/100] | Train Loss: 1.7621, Train Acc: 34.17% | Test Loss: 1.7402, Test Acc: 35.52% | Best Acc: 0.00%
Epoch [3/100] | Train Loss: 1.6778, Train Acc: 37.75% | Test Loss: 1.6197, Test Acc: 40.12% | Best Acc: 0.00%
Epoch [4/100] | Train Loss: 1.6415, Train Acc: 39.33% | Test Loss: 1.6430, Test Acc: 37.26% | Best Acc: 0.00%
Epoch [5/100] | Train Loss: 1.6059, Train Acc: 40.92% | Test Loss: 1.5619, Test Acc: 41.32% | Best Acc: 0.00%
Epoch [6/100] | Train Loss: 1.5839, Train Acc: 41.71% | Test Loss: 2.5568, Test Acc: 24.21% | Best Acc: 0.00%
Epoch [7/100] | Train Loss: 1.5619, Train Acc: 42.60% | Test Loss: 1.6952, Test Acc: 38.15% | Best Acc: 0.00%
Epoch [8/100] | Train Loss: 1.5413, Train Acc: 43.32% | Test Loss: 1.9417, Test Acc: 29.79% | Best Acc: 0.00%
Epoch [9/100] | Train Loss: 1.5176, Train Acc: 44.29% | Test Loss: 1.6266, Test Acc: 41.44% | Best Acc: 0.00%
Epoch [10/100] | Train Loss: 1.4964, Train Acc: 45.14% | Test Loss: 1.5594, Test Acc: 44.06% | Best Acc: 0.00%
Epoch [11/100] | Train Loss: 1.4868, Train Acc: 45.38% | Test Loss: 1.5572, Test Acc: 44.06% | Best Acc: 0.00%
Epoch [12/100] | Train Loss: 1.4636, Train Acc: 45.99% | Test Loss: 1.4717, Test Acc: 45.40% | Best Acc: 0.00%
Epoch [13/100] | Train Loss: 1.4748, Train Acc: 45.96% | Test Loss: 1.4992, Test Acc: 44.65% | Best Acc: 0.00%
Epoch [14/100] | Train Loss: 1.4793, Train Acc: 45.89% | Test Loss: 1.5798, Test Acc: 43.40% | Best Acc: 0.00%
Epoch [15/100] | Train Loss: 1.4515, Train Acc: 47.04% | Test Loss: 1.4289, Test Acc: 47.30% | Best Acc: 0.00%
Epoch [16/100] | Train Loss: 1.4341, Train Acc: 47.64% | Test Loss: 1.4690, Test Acc: 47.01% | Best Acc: 0.00%
Epoch [17/100] | Train Loss: 1.4512, Train Acc: 47.19% | Test Loss: 1.4269, Test Acc: 48.45% | Best Acc: 0.00%
Epoch [18/100] | Train Loss: 1.4343, Train Acc: 47.65% | Test Loss: 1.4584, Test Acc: 47.53% | Best Acc: 0.00%
Epoch [19/100] | Train Loss: 1.4190, Train Acc: 48.29% | Test Loss: 1.4650, Test Acc: 45.69% | Best Acc: 0.00%
Epoch [20/100] | Train Loss: 1.4022, Train Acc: 48.83% | Test Loss: 1.3731, Test Acc: 50.01% | Best Acc: 0.00%
Epoch [21/100] | Train Loss: 1.3869, Train Acc: 49.62% | Test Loss: 1.4178, Test Acc: 48.72% | Best Acc: 0.00%
Epoch [22/100] | Train Loss: 1.3765, Train Acc: 50.23% | Test Loss: 1.3851, Test Acc: 49.67% | Best Acc: 0.00%
Epoch [23/100] | Train Loss: 1.3726, Train Acc: 50.00% | Test Loss: 1.5299, Test Acc: 43.97% | Best Acc: 0.00%
