Using device: cuda
Epoch [1/100] | Train Loss: 1.8324, Train Acc: 32.32% | Test Loss: 1.9133, Test Acc: 34.01% | Best Acc: 34.01%
Epoch [2/100] | Train Loss: 1.5406, Train Acc: 43.66% | Test Loss: 1.7411, Test Acc: 41.48% | Best Acc: 41.48%
Epoch [3/100] | Train Loss: 1.3524, Train Acc: 50.93% | Test Loss: 1.7530, Test Acc: 39.71% | Best Acc: 41.48%
Epoch [4/100] | Train Loss: 1.2192, Train Acc: 56.02% | Test Loss: 3.2624, Test Acc: 29.26% | Best Acc: 41.48%
Epoch [5/100] | Train Loss: 1.1237, Train Acc: 59.57% | Test Loss: 1.2258, Test Acc: 55.18% | Best Acc: 55.18%
Epoch [6/100] | Train Loss: 1.0252, Train Acc: 63.79% | Test Loss: 1.3944, Test Acc: 53.90% | Best Acc: 55.18%
Epoch [7/100] | Train Loss: 0.9396, Train Acc: 66.93% | Test Loss: 2.6323, Test Acc: 35.59% | Best Acc: 55.18%
Epoch [8/100] | Train Loss: 0.8768, Train Acc: 69.08% | Test Loss: 1.2144, Test Acc: 56.38% | Best Acc: 56.38%
Epoch [9/100] | Train Loss: 0.8087, Train Acc: 71.68% | Test Loss: 1.6469, Test Acc: 49.78% | Best Acc: 56.38%
Epoch [10/100] | Train Loss: 0.7645, Train Acc: 73.27% | Test Loss: 1.1459, Test Acc: 58.99% | Best Acc: 58.99%
Epoch [11/100] | Train Loss: 0.7130, Train Acc: 75.28% | Test Loss: 2.0047, Test Acc: 49.40% | Best Acc: 58.99%
Epoch [12/100] | Train Loss: 0.6758, Train Acc: 76.54% | Test Loss: 1.1429, Test Acc: 63.11% | Best Acc: 63.11%
Epoch [13/100] | Train Loss: 0.6592, Train Acc: 77.10% | Test Loss: 0.8604, Test Acc: 70.24% | Best Acc: 70.24%
Epoch [14/100] | Train Loss: 0.6181, Train Acc: 78.66% | Test Loss: 1.1782, Test Acc: 61.57% | Best Acc: 70.24%
Epoch [15/100] | Train Loss: 0.5842, Train Acc: 79.88% | Test Loss: 1.7769, Test Acc: 52.81% | Best Acc: 70.24%
Epoch [16/100] | Train Loss: 0.5661, Train Acc: 80.38% | Test Loss: 0.9674, Test Acc: 67.89% | Best Acc: 70.24%
Epoch [17/100] | Train Loss: 0.5458, Train Acc: 81.14% | Test Loss: 1.2710, Test Acc: 61.42% | Best Acc: 70.24%
Epoch [18/100] | Train Loss: 0.5155, Train Acc: 82.21% | Test Loss: 1.0567, Test Acc: 65.44% | Best Acc: 70.24%
Epoch [19/100] | Train Loss: 0.5049, Train Acc: 82.84% | Test Loss: 1.7819, Test Acc: 54.67% | Best Acc: 70.24%
Epoch [20/100] | Train Loss: 0.4885, Train Acc: 83.14% | Test Loss: 1.0974, Test Acc: 66.40% | Best Acc: 70.24%
Epoch [21/100] | Train Loss: 0.4566, Train Acc: 84.50% | Test Loss: 1.3513, Test Acc: 59.57% | Best Acc: 70.24%
Epoch [22/100] | Train Loss: 0.4517, Train Acc: 84.39% | Test Loss: 1.3220, Test Acc: 65.77% | Best Acc: 70.24%
Epoch [23/100] | Train Loss: 0.4364, Train Acc: 85.02% | Test Loss: 1.4570, Test Acc: 59.65% | Best Acc: 70.24%
Epoch [24/100] | Train Loss: 0.4309, Train Acc: 85.16% | Test Loss: 0.9239, Test Acc: 70.38% | Best Acc: 70.38%
Epoch [25/100] | Train Loss: 0.4112, Train Acc: 86.09% | Test Loss: 0.8718, Test Acc: 72.09% | Best Acc: 72.09%
Epoch [26/100] | Train Loss: 0.3954, Train Acc: 86.54% | Test Loss: 0.5951, Test Acc: 80.21% | Best Acc: 80.21%
Epoch [27/100] | Train Loss: 0.3829, Train Acc: 86.91% | Test Loss: 0.9844, Test Acc: 70.72% | Best Acc: 80.21%
Epoch [28/100] | Train Loss: 0.3815, Train Acc: 87.17% | Test Loss: 0.9488, Test Acc: 72.48% | Best Acc: 80.21%
Epoch [29/100] | Train Loss: 0.3669, Train Acc: 87.42% | Test Loss: 0.9808, Test Acc: 69.95% | Best Acc: 80.21%
Epoch [30/100] | Train Loss: 0.3531, Train Acc: 87.93% | Test Loss: 0.8297, Test Acc: 73.72% | Best Acc: 80.21%
Epoch [31/100] | Train Loss: 0.3448, Train Acc: 88.20% | Test Loss: 0.8837, Test Acc: 73.67% | Best Acc: 80.21%
Epoch [32/100] | Train Loss: 0.3397, Train Acc: 88.39% | Test Loss: 0.9108, Test Acc: 73.88% | Best Acc: 80.21%
Epoch [33/100] | Train Loss: 0.3218, Train Acc: 89.07% | Test Loss: 0.8372, Test Acc: 74.08% | Best Acc: 80.21%
Epoch [34/100] | Train Loss: 0.3227, Train Acc: 88.94% | Test Loss: 0.9455, Test Acc: 72.30% | Best Acc: 80.21%
Epoch [35/100] | Train Loss: 0.3086, Train Acc: 89.38% | Test Loss: 0.7138, Test Acc: 77.72% | Best Acc: 80.21%
Epoch [36/100] | Train Loss: 0.3028, Train Acc: 89.64% | Test Loss: 0.6070, Test Acc: 80.39% | Best Acc: 80.39%
Epoch [37/100] | Train Loss: 0.2912, Train Acc: 90.08% | Test Loss: 1.0372, Test Acc: 71.02% | Best Acc: 80.39%
Epoch [38/100] | Train Loss: 0.2886, Train Acc: 90.12% | Test Loss: 0.6066, Test Acc: 80.12% | Best Acc: 80.39%
Epoch [39/100] | Train Loss: 0.2723, Train Acc: 90.75% | Test Loss: 0.6133, Test Acc: 80.31% | Best Acc: 80.39%
Epoch [40/100] | Train Loss: 0.2709, Train Acc: 90.81% | Test Loss: 0.8262, Test Acc: 77.14% | Best Acc: 80.39%
Epoch [41/100] | Train Loss: 0.2584, Train Acc: 91.23% | Test Loss: 0.5720, Test Acc: 81.51% | Best Acc: 81.51%
