Using device: cuda
Epoch [1/100] | Train Loss: 2.1979, Train Acc: 20.72% | Test Loss: 2.1311, Test Acc: 21.03% | Best Acc: 21.03%
Epoch [2/100] | Train Loss: 2.0468, Train Acc: 27.69% | Test Loss: 1.9733, Test Acc: 29.93% | Best Acc: 29.93%
Epoch [3/100] | Train Loss: 1.9520, Train Acc: 31.15% | Test Loss: 1.8875, Test Acc: 31.92% | Best Acc: 31.92%
Epoch [4/100] | Train Loss: 1.8763, Train Acc: 33.12% | Test Loss: 1.8201, Test Acc: 34.34% | Best Acc: 34.34%
Epoch [5/100] | Train Loss: 1.8145, Train Acc: 35.20% | Test Loss: 1.7608, Test Acc: 35.95% | Best Acc: 35.95%
Epoch [6/100] | Train Loss: 1.7601, Train Acc: 36.91% | Test Loss: 1.7308, Test Acc: 36.41% | Best Acc: 36.41%
Epoch [7/100] | Train Loss: 1.7140, Train Acc: 38.44% | Test Loss: 1.6676, Test Acc: 39.00% | Best Acc: 39.00%
Epoch [8/100] | Train Loss: 1.6733, Train Acc: 39.61% | Test Loss: 1.6696, Test Acc: 39.49% | Best Acc: 39.49%
Epoch [9/100] | Train Loss: 1.6363, Train Acc: 40.82% | Test Loss: 1.6305, Test Acc: 40.38% | Best Acc: 40.38%
Epoch [10/100] | Train Loss: 1.6054, Train Acc: 41.97% | Test Loss: 1.7815, Test Acc: 36.87% | Best Acc: 40.38%
Epoch [11/100] | Train Loss: 1.5745, Train Acc: 42.99% | Test Loss: 1.5428, Test Acc: 43.15% | Best Acc: 43.15%
Epoch [12/100] | Train Loss: 1.5473, Train Acc: 44.11% | Test Loss: 1.5143, Test Acc: 44.12% | Best Acc: 44.12%
Epoch [13/100] | Train Loss: 1.5181, Train Acc: 45.10% | Test Loss: 1.5653, Test Acc: 43.04% | Best Acc: 44.12%
Epoch [14/100] | Train Loss: 1.4900, Train Acc: 46.51% | Test Loss: 1.8591, Test Acc: 37.08% | Best Acc: 44.12%
Epoch [15/100] | Train Loss: 1.4660, Train Acc: 47.44% | Test Loss: 1.4322, Test Acc: 48.21% | Best Acc: 48.21%
Epoch [16/100] | Train Loss: 1.4360, Train Acc: 48.60% | Test Loss: 2.0361, Test Acc: 31.11% | Best Acc: 48.21%
Epoch [17/100] | Train Loss: 1.4167, Train Acc: 49.48% | Test Loss: 1.6736, Test Acc: 39.80% | Best Acc: 48.21%
Epoch [18/100] | Train Loss: 1.3933, Train Acc: 50.26% | Test Loss: 1.4066, Test Acc: 49.37% | Best Acc: 49.37%
Epoch [19/100] | Train Loss: 1.3729, Train Acc: 50.91% | Test Loss: 1.5872, Test Acc: 44.99% | Best Acc: 49.37%
