Using device: cuda
Epoch [1/100] | Train Loss: 2.3282, Train Acc: 9.93% | Test Loss: 2.3312, Test Acc: 10.11% | Best Acc: 0.00%
Epoch [2/100] | Train Loss: 2.3237, Train Acc: 10.26% | Test Loss: 2.3231, Test Acc: 8.98% | Best Acc: 0.00%
Epoch [3/100] | Train Loss: 2.3189, Train Acc: 10.54% | Test Loss: 2.3190, Test Acc: 9.15% | Best Acc: 0.00%
Epoch [4/100] | Train Loss: 2.3148, Train Acc: 10.69% | Test Loss: 2.3149, Test Acc: 9.35% | Best Acc: 0.00%
Epoch [5/100] | Train Loss: 2.3107, Train Acc: 11.08% | Test Loss: 2.3109, Test Acc: 9.66% | Best Acc: 0.00%
Epoch [6/100] | Train Loss: 2.3067, Train Acc: 11.32% | Test Loss: 2.3072, Test Acc: 9.90% | Best Acc: 0.00%
Epoch [7/100] | Train Loss: 2.3026, Train Acc: 11.88% | Test Loss: 2.3033, Test Acc: 10.09% | Best Acc: 0.00%
Epoch [8/100] | Train Loss: 2.2992, Train Acc: 12.06% | Test Loss: 2.2998, Test Acc: 10.37% | Best Acc: 0.00%
Epoch [9/100] | Train Loss: 2.2956, Train Acc: 12.50% | Test Loss: 2.2963, Test Acc: 10.78% | Best Acc: 0.00%
Epoch [10/100] | Train Loss: 2.2922, Train Acc: 12.80% | Test Loss: 2.2928, Test Acc: 11.25% | Best Acc: 0.00%
Epoch [11/100] | Train Loss: 2.2883, Train Acc: 13.24% | Test Loss: 2.2894, Test Acc: 11.54% | Best Acc: 0.00%
Epoch [12/100] | Train Loss: 2.2852, Train Acc: 13.75% | Test Loss: 2.2863, Test Acc: 11.81% | Best Acc: 0.00%
Epoch [13/100] | Train Loss: 2.2820, Train Acc: 13.91% | Test Loss: 2.2829, Test Acc: 12.24% | Best Acc: 0.00%
Epoch [14/100] | Train Loss: 2.2792, Train Acc: 14.21% | Test Loss: 2.2800, Test Acc: 12.50% | Best Acc: 0.00%
Epoch [15/100] | Train Loss: 2.2761, Train Acc: 14.51% | Test Loss: 2.2767, Test Acc: 12.86% | Best Acc: 0.00%
Epoch [16/100] | Train Loss: 2.2726, Train Acc: 14.93% | Test Loss: 2.2738, Test Acc: 13.32% | Best Acc: 0.00%
Epoch [17/100] | Train Loss: 2.2697, Train Acc: 15.26% | Test Loss: 2.2708, Test Acc: 13.72% | Best Acc: 0.00%
Epoch [18/100] | Train Loss: 2.2668, Train Acc: 15.51% | Test Loss: 2.2679, Test Acc: 14.04% | Best Acc: 0.00%
Epoch [19/100] | Train Loss: 2.2640, Train Acc: 15.94% | Test Loss: 2.2649, Test Acc: 14.28% | Best Acc: 0.00%
Epoch [20/100] | Train Loss: 2.2614, Train Acc: 16.12% | Test Loss: 2.2620, Test Acc: 14.54% | Best Acc: 0.00%
Epoch [21/100] | Train Loss: 2.2585, Train Acc: 16.41% | Test Loss: 2.2593, Test Acc: 14.90% | Best Acc: 0.00%
Epoch [22/100] | Train Loss: 2.2555, Train Acc: 16.74% | Test Loss: 2.2566, Test Acc: 15.18% | Best Acc: 0.00%
Epoch [23/100] | Train Loss: 2.2530, Train Acc: 16.88% | Test Loss: 2.2540, Test Acc: 15.47% | Best Acc: 0.00%
Epoch [24/100] | Train Loss: 2.2506, Train Acc: 17.08% | Test Loss: 2.2518, Test Acc: 15.62% | Best Acc: 0.00%
Epoch [25/100] | Train Loss: 2.2484, Train Acc: 17.04% | Test Loss: 2.2494, Test Acc: 15.90% | Best Acc: 0.00%
Epoch [26/100] | Train Loss: 2.2461, Train Acc: 17.17% | Test Loss: 2.2468, Test Acc: 16.16% | Best Acc: 0.00%
Epoch [27/100] | Train Loss: 2.2435, Train Acc: 17.44% | Test Loss: 2.2447, Test Acc: 16.30% | Best Acc: 0.00%
Epoch [28/100] | Train Loss: 2.2413, Train Acc: 17.59% | Test Loss: 2.2424, Test Acc: 16.44% | Best Acc: 0.00%
Epoch [29/100] | Train Loss: 2.2390, Train Acc: 17.81% | Test Loss: 2.2404, Test Acc: 16.57% | Best Acc: 0.00%
Epoch [30/100] | Train Loss: 2.2371, Train Acc: 17.91% | Test Loss: 2.2381, Test Acc: 16.68% | Best Acc: 0.00%
Epoch [31/100] | Train Loss: 2.2347, Train Acc: 17.96% | Test Loss: 2.2361, Test Acc: 16.98% | Best Acc: 0.00%
Epoch [32/100] | Train Loss: 2.2332, Train Acc: 18.10% | Test Loss: 2.2341, Test Acc: 17.17% | Best Acc: 0.00%
Epoch [33/100] | Train Loss: 2.2316, Train Acc: 18.15% | Test Loss: 2.2324, Test Acc: 17.22% | Best Acc: 0.00%
Epoch [34/100] | Train Loss: 2.2295, Train Acc: 18.40% | Test Loss: 2.2301, Test Acc: 17.53% | Best Acc: 0.00%
Epoch [35/100] | Train Loss: 2.2279, Train Acc: 18.22% | Test Loss: 2.2281, Test Acc: 17.84% | Best Acc: 0.00%
Epoch [36/100] | Train Loss: 2.2264, Train Acc: 18.54% | Test Loss: 2.2271, Test Acc: 17.81% | Best Acc: 0.00%
Epoch [37/100] | Train Loss: 2.2244, Train Acc: 18.73% | Test Loss: 2.2250, Test Acc: 18.06% | Best Acc: 0.00%
Epoch [38/100] | Train Loss: 2.2228, Train Acc: 18.91% | Test Loss: 2.2238, Test Acc: 18.08% | Best Acc: 0.00%
Epoch [39/100] | Train Loss: 2.2211, Train Acc: 18.91% | Test Loss: 2.2221, Test Acc: 18.18% | Best Acc: 0.00%
Epoch [40/100] | Train Loss: 2.2198, Train Acc: 19.02% | Test Loss: 2.2203, Test Acc: 18.38% | Best Acc: 0.00%
Epoch [41/100] | Train Loss: 2.2181, Train Acc: 19.18% | Test Loss: 2.2187, Test Acc: 18.56% | Best Acc: 0.00%
