Using device: cuda
Epoch [1/100] | Train Loss: 2.3345, Train Acc: 10.89% | Test Loss: 2.3258, Test Acc: 10.77% | Best Acc: 0.00%
Epoch [2/100] | Train Loss: 2.3290, Train Acc: 11.65% | Test Loss: 2.3258, Test Acc: 11.86% | Best Acc: 0.00%
Epoch [3/100] | Train Loss: 2.3238, Train Acc: 12.14% | Test Loss: 2.3211, Test Acc: 12.48% | Best Acc: 0.00%
Epoch [4/100] | Train Loss: 2.3190, Train Acc: 12.85% | Test Loss: 2.3160, Test Acc: 13.10% | Best Acc: 0.00%
Epoch [5/100] | Train Loss: 2.3144, Train Acc: 13.42% | Test Loss: 2.3118, Test Acc: 13.52% | Best Acc: 0.00%
Epoch [6/100] | Train Loss: 2.3104, Train Acc: 13.91% | Test Loss: 2.3073, Test Acc: 14.02% | Best Acc: 0.00%
Epoch [7/100] | Train Loss: 2.3059, Train Acc: 14.52% | Test Loss: 2.3030, Test Acc: 14.47% | Best Acc: 0.00%
Epoch [8/100] | Train Loss: 2.3024, Train Acc: 14.87% | Test Loss: 2.2991, Test Acc: 14.83% | Best Acc: 0.00%
Epoch [9/100] | Train Loss: 2.2983, Train Acc: 15.30% | Test Loss: 2.2952, Test Acc: 15.03% | Best Acc: 0.00%
Epoch [10/100] | Train Loss: 2.2946, Train Acc: 15.45% | Test Loss: 2.2912, Test Acc: 15.31% | Best Acc: 0.00%
Epoch [11/100] | Train Loss: 2.2910, Train Acc: 15.82% | Test Loss: 2.2877, Test Acc: 15.66% | Best Acc: 0.00%
Epoch [12/100] | Train Loss: 2.2873, Train Acc: 16.10% | Test Loss: 2.2841, Test Acc: 15.87% | Best Acc: 0.00%
Epoch [13/100] | Train Loss: 2.2841, Train Acc: 16.51% | Test Loss: 2.2805, Test Acc: 16.16% | Best Acc: 0.00%
Epoch [14/100] | Train Loss: 2.2807, Train Acc: 16.69% | Test Loss: 2.2774, Test Acc: 16.41% | Best Acc: 0.00%
Epoch [15/100] | Train Loss: 2.2774, Train Acc: 16.84% | Test Loss: 2.2739, Test Acc: 16.72% | Best Acc: 0.00%
Epoch [16/100] | Train Loss: 2.2747, Train Acc: 17.06% | Test Loss: 2.2709, Test Acc: 16.90% | Best Acc: 0.00%
Epoch [17/100] | Train Loss: 2.2720, Train Acc: 17.17% | Test Loss: 2.2679, Test Acc: 17.22% | Best Acc: 0.00%
Epoch [18/100] | Train Loss: 2.2687, Train Acc: 17.57% | Test Loss: 2.2646, Test Acc: 17.78% | Best Acc: 0.00%
Epoch [19/100] | Train Loss: 2.2657, Train Acc: 17.82% | Test Loss: 2.2618, Test Acc: 18.16% | Best Acc: 0.00%
Epoch [20/100] | Train Loss: 2.2627, Train Acc: 18.00% | Test Loss: 2.2588, Test Acc: 18.55% | Best Acc: 0.00%
Epoch [21/100] | Train Loss: 2.2603, Train Acc: 18.19% | Test Loss: 2.2559, Test Acc: 18.93% | Best Acc: 0.00%
Epoch [22/100] | Train Loss: 2.2579, Train Acc: 18.42% | Test Loss: 2.2532, Test Acc: 19.21% | Best Acc: 0.00%
Epoch [23/100] | Train Loss: 2.2551, Train Acc: 18.71% | Test Loss: 2.2503, Test Acc: 19.61% | Best Acc: 0.00%
Epoch [24/100] | Train Loss: 2.2527, Train Acc: 18.86% | Test Loss: 2.2474, Test Acc: 20.00% | Best Acc: 0.00%
Epoch [25/100] | Train Loss: 2.2500, Train Acc: 19.26% | Test Loss: 2.2451, Test Acc: 20.26% | Best Acc: 0.00%
Epoch [26/100] | Train Loss: 2.2473, Train Acc: 19.44% | Test Loss: 2.2424, Test Acc: 20.43% | Best Acc: 0.00%
Epoch [27/100] | Train Loss: 2.2453, Train Acc: 19.34% | Test Loss: 2.2401, Test Acc: 20.58% | Best Acc: 0.00%
Epoch [28/100] | Train Loss: 2.2430, Train Acc: 19.61% | Test Loss: 2.2373, Test Acc: 21.06% | Best Acc: 0.00%
Epoch [29/100] | Train Loss: 2.2406, Train Acc: 19.94% | Test Loss: 2.2349, Test Acc: 21.21% | Best Acc: 0.00%
Epoch [30/100] | Train Loss: 2.2381, Train Acc: 20.15% | Test Loss: 2.2326, Test Acc: 21.49% | Best Acc: 0.00%
Epoch [31/100] | Train Loss: 2.2358, Train Acc: 20.59% | Test Loss: 2.2302, Test Acc: 21.75% | Best Acc: 0.00%
Epoch [32/100] | Train Loss: 2.2339, Train Acc: 20.64% | Test Loss: 2.2278, Test Acc: 22.00% | Best Acc: 0.00%
Epoch [33/100] | Train Loss: 2.2317, Train Acc: 20.79% | Test Loss: 2.2257, Test Acc: 22.15% | Best Acc: 0.00%
Epoch [34/100] | Train Loss: 2.2295, Train Acc: 21.05% | Test Loss: 2.2231, Test Acc: 22.32% | Best Acc: 0.00%
Epoch [35/100] | Train Loss: 2.2272, Train Acc: 21.39% | Test Loss: 2.2209, Test Acc: 22.34% | Best Acc: 0.00%
Epoch [36/100] | Train Loss: 2.2252, Train Acc: 21.26% | Test Loss: 2.2187, Test Acc: 22.55% | Best Acc: 0.00%
Epoch [37/100] | Train Loss: 2.2236, Train Acc: 21.23% | Test Loss: 2.2169, Test Acc: 22.67% | Best Acc: 0.00%
Epoch [38/100] | Train Loss: 2.2215, Train Acc: 21.58% | Test Loss: 2.2148, Test Acc: 22.88% | Best Acc: 0.00%
Epoch [39/100] | Train Loss: 2.2198, Train Acc: 21.76% | Test Loss: 2.2125, Test Acc: 22.92% | Best Acc: 0.00%
Epoch [40/100] | Train Loss: 2.2181, Train Acc: 21.98% | Test Loss: 2.2110, Test Acc: 22.86% | Best Acc: 0.00%
Epoch [41/100] | Train Loss: 2.2158, Train Acc: 22.03% | Test Loss: 2.2091, Test Acc: 23.00% | Best Acc: 0.00%
Epoch [42/100] | Train Loss: 2.2144, Train Acc: 21.96% | Test Loss: 2.2072, Test Acc: 23.13% | Best Acc: 0.00%
Epoch [43/100] | Train Loss: 2.2128, Train Acc: 22.14% | Test Loss: 2.2054, Test Acc: 23.07% | Best Acc: 0.00%
Epoch [44/100] | Train Loss: 2.2109, Train Acc: 22.19% | Test Loss: 2.2037, Test Acc: 23.21% | Best Acc: 0.00%
Epoch [45/100] | Train Loss: 2.2089, Train Acc: 22.55% | Test Loss: 2.2015, Test Acc: 23.29% | Best Acc: 0.00%
Epoch [46/100] | Train Loss: 2.2077, Train Acc: 22.38% | Test Loss: 2.2000, Test Acc: 23.29% | Best Acc: 0.00%
Epoch [47/100] | Train Loss: 2.2060, Train Acc: 22.56% | Test Loss: 2.1984, Test Acc: 23.34% | Best Acc: 0.00%
Epoch [48/100] | Train Loss: 2.2042, Train Acc: 22.82% | Test Loss: 2.1968, Test Acc: 23.41% | Best Acc: 0.00%
Epoch [49/100] | Train Loss: 2.2028, Train Acc: 22.65% | Test Loss: 2.1955, Test Acc: 23.42% | Best Acc: 0.00%
Epoch [50/100] | Train Loss: 2.2015, Train Acc: 22.97% | Test Loss: 2.1936, Test Acc: 23.49% | Best Acc: 0.00%
Epoch [51/100] | Train Loss: 2.2002, Train Acc: 22.87% | Test Loss: 2.1924, Test Acc: 23.62% | Best Acc: 0.00%
Epoch [52/100] | Train Loss: 2.1993, Train Acc: 22.83% | Test Loss: 2.1910, Test Acc: 23.67% | Best Acc: 0.00%
Epoch [53/100] | Train Loss: 2.1975, Train Acc: 23.00% | Test Loss: 2.1898, Test Acc: 23.69% | Best Acc: 0.00%
Epoch [54/100] | Train Loss: 2.1962, Train Acc: 22.92% | Test Loss: 2.1881, Test Acc: 23.72% | Best Acc: 0.00%
Epoch [55/100] | Train Loss: 2.1955, Train Acc: 23.21% | Test Loss: 2.1869, Test Acc: 23.75% | Best Acc: 0.00%
Epoch [56/100] | Train Loss: 2.1940, Train Acc: 23.27% | Test Loss: 2.1859, Test Acc: 23.84% | Best Acc: 0.00%
Epoch [57/100] | Train Loss: 2.1930, Train Acc: 23.13% | Test Loss: 2.1848, Test Acc: 23.94% | Best Acc: 0.00%
Epoch [58/100] | Train Loss: 2.1922, Train Acc: 23.44% | Test Loss: 2.1834, Test Acc: 24.00% | Best Acc: 0.00%
Epoch [59/100] | Train Loss: 2.1910, Train Acc: 23.25% | Test Loss: 2.1822, Test Acc: 24.05% | Best Acc: 0.00%
Epoch [60/100] | Train Loss: 2.1903, Train Acc: 23.46% | Test Loss: 2.1811, Test Acc: 24.03% | Best Acc: 0.00%
Epoch [61/100] | Train Loss: 2.1889, Train Acc: 23.20% | Test Loss: 2.1804, Test Acc: 24.00% | Best Acc: 0.00%
Epoch [62/100] | Train Loss: 2.1886, Train Acc: 23.25% | Test Loss: 2.1797, Test Acc: 24.06% | Best Acc: 0.00%
Epoch [63/100] | Train Loss: 2.1874, Train Acc: 23.43% | Test Loss: 2.1786, Test Acc: 24.07% | Best Acc: 0.00%
Epoch [64/100] | Train Loss: 2.1867, Train Acc: 23.43% | Test Loss: 2.1778, Test Acc: 24.05% | Best Acc: 0.00%
